Sinopsis,limpios
"Un joven está cocinando en su departamento mientras espera a su primera cita. Quema la comida e inmediatamente después tocan el timbre. En apuros, va a abrirle y la hace pasar pretendiendo que todo está bien. Sirve unas copas de vino y unas papitas, llama a Rappi para ordenar comida. Vemos al Rappitendero corriendo para atender al cliente, se detiene a tomar agua de un amable desconocido. El joven hace su movimiento para recibir la comida por la ventana. Pone la comida en platos y sale con su cita, comen, toman y platican mientras pasa el tiempo. Ella se para al baño y él aprovecha para marcarle al Rappitendero y pedir unos condones. Todo fluye bien, el Rappitendero llega y el joven va a la ventana para recibir los condones, le paga y voltea para darse cuenta que su cita lo ha estado viendo unos segundos. Ella se enoja y se va, él sale corriendo atrás de ella, ella regresa, le da una cachetada, le quita los condones y se va enojada del departamento. Al llegar al elevador, ve al Rappitendero, se suben al elevador y se gustan. Vemos como el Rappitendero sale del elevador con la mujer adentro de su mochila, le da un agua al amable desconocido que está esperando.",jov cocin departament mientr esper primer cit quem com inmediat despues toc timbr apur va abrirl hac pas pretend bien sirv unas cop vin unas papit llam rappi orden com vem rappitender corr atend client detien tom agu amabl desconoc jov hac movimient recib com ventan pon com plat sal cit com tom platic mientr pas tiemp bañ aprovech marc rappitender ped condon flu bien rappitender lleg jov va ventan recib condon pag volte dars cuent cit viend segund enoj va sal corr atras regres da cachet quit condon va enoj departament lleg elev ve rappitender sub elev gust vem rappitender sal elev muj adentr mochil da agu amabl desconoc esper
Un grupo de creativos debe ponerse de acuerdo para tener una idea que determine la próxima campaña publicitaria de su empresa.,grup creativ deb pon acuerd ten ide determin proxim campañ publicitari empres
"José y Mica son dos amigos que se encuentran platicando en una cafetería. Al descubrir un celular olvidado, son tentados a conocer la privacidad del dueño, sin su permiso. ¿Que resultará de semejante dilema ético?.",jos mic dos amig encuentr platic cafet descubr celul olvid tent conoc privac dueñ permis result semej dilem etic
"Dentro de una bodega, que anteriormente era el centro de reparaciones de ferrocarriles, unas hormigas emprenden un viaje hacia la transmutación de sus cuerpos.",dentr bodeg anterior centr repar ferrocarril unas hormig emprend viaj haci transmut cuerp
"Un chico se ha vuelto popular en internet gracias a su música pero no ha sido fácil, el éxito trae consigo muchos obstáculos y barreras que se deben superar. Los humanos no somos perfectos y  solemos admirar a otros sin conocer toda su historia, porque pensamos que hacen cosas increíbles, pero realmente todos somos capaces de cosas grandes, todos somos capaces de hacer lo que nos gusta. Hoy la tecnología te a la oportunidad de hacerlas ¿te quedarás esperando?  “Todos podemos ser lo que sea si nos atrevemos, este mundo actual nos lo permite”  Historia: Esta historia comienza cuando el chico despierta, permanece en la cama unos minutos y piensa en su ex y ese recuerdo se ve mediante un flashback (la música los acompaña, se ve su amor y después el conflicto, terminan y él la extraña) él también ha sufrido por amor.  Regresa a la cama después del Flashback y ve su cuerpo, no es un cuerpo genial, le causa un conflicto, piensa en sus defectos.  Viene el otro Flashback: se ve en el espejo… si no tuviera piernas tan anchas o espalda tan pequeña… piensa en hacer ejercicio pero duele el cansancio, duele no ser bueno en eso… así que regresa a casa pensándose fracasado y agarra su bajo y el sonido lo hace sentirse muy bien, muy seguro, muy especial. Volvemos a la cama, abre su teléfono y ve un mensaje de su padre: buenos días hijo, ten un excelente día, te quiero. Y recuerda ese momento en el que le dijo a su padre que quería ser músico y lo único que escuchó fue una serie de negaciones y críticas. Vuelve  a su cuarto sabiendo que esa oportunidad se había cerrado y acostado en su cama ve su celular y tiene una idea. Termina el flashback, en la cama sonríe y le contesta a su papá que lo verá después, se nota feliz con su vida actual. Se levanta de la cama rápidamente, se cambia, prende la cámara y comienza a tocar. La escena de la cámara pasa a ser una toma de la pantalla de reproducción de youtube, el lugar en donde el encontró el espacio para alcanzar sus sueños. Su trabajo motiva a otros a ser ellos mismos pero no es fácil, él no es alguien extraordinario porque sí, es una persona  que logró que  su trabajo y su pasión encontraran cabida en la época contemporánea y todos pueden hacerlo, pero nadie dice que será fácil.",chic vuelt popul internet graci music sid facil exit tra consig obstacul barrer deb super human perfect sol admir conoc tod histori pens hac cos increibl realment capac cos grand capac hac gust hoy tecnolog oportun hac qued esper pod ser si atrev mund actual permit histori histori comienz chic despiert permanec cam minut piens ex recuerd ve mediant flashback music acompañ ve amor despues conflict termin extrañ sufr amor regres cam despues flashback ve cuerp cuerp genial caus conflict piens defect vien flashback ve espej si piern tan anchas espald tan pequeñ piens hac ejercici duel cansanci duel ser buen asi regres cas pens fracas agarr baj son hac sent bien segur especial volv cam abre telefon ve mensaj padr buen dias hij ten excelent dia quier recuerd moment dij padr quer ser music unic escuch seri negacion critic vuelv cuart sab oportun cerr acost cam ve celul ide termin flashback cam sonri contest pap ver despues not feliz vid actual levant cam rapid cambi prend cam comienz toc escen cam pas ser tom pantall reproduccion youtub lug encontr espaci alcanz sueñ trabaj motiv ser mism facil algui extraordinari person logr trabaj pasion encontr cab epoc contemporane pued hac nadi dic facil
"Mayra es una aprendis del violin, una tarde al llegar de sus clases se percata que no esta en su estuche y en su lugar se encuentra ropa negra, empieza a recibir videollamadas extrañas grabadas en su casa de algo inexplicable.",mayr aprendis violin tard lleg clas percat estuch lug encuentr rop negr empiez recib videollam extrañ grab cas inexplic
"Carro en Línea, es una muestra cultural en la que los campesinos buscan dar a conocer todos los productos que cultivan;  y mostrarle al mundo la importancia de la que es considerada la Despensa Agrícola de Colombia, Cajamarca y su corregimiento Anaime- Tolima.",carr line muestr cultural campesin busc dar conoc product cultiv mostr mund import consider despens agricol colombi cajamarc correg anaim tolim
"Andrés es un joven de 24 años, el cual conoce a una joven mujer llamada Andrea por una simple casualidad y a causa de percance.  Después de este Andrés empieza a  sentir atracción por Andrea, sin saber que Andrea sufre una discapacidad por la cual no podría comunicarse con ella, pero Andrés encontrará la forma de comunicarse con ella por medio de la tecnología de los teléfonos móviles inteligentes.",andres jov 24 años conoc jov muj llam andre simpl casual caus percanc despues andres empiez sent atraccion andre sab andre sufr discapac podr comunic andres encontr form comunic medi tecnolog telefon movil inteligent
Un joven que se dedica a compartir noticias en redes sociales tiene problemas debido al contenido de estas noticias y a su falta de interes en revisar la fuente de donde consigue dichas notas.,jov dedic compart notici red social problem deb conten notici falt inter revis fuent consig dich not
La historia trata de un pacto entre Dios y el diablo por las almas de una joven pareja de esposos. El diablo bajando en su forma de Charro negro hace todo lo posible por separar a la joven pareja,histori trat pact dios diabl almas jov parej espos diabl baj form charr negr hac posibl separ jov parej
Un adolescente aislado y deprimido encuentra una forma peligrosa de llamar la atención,adolescent aisl deprim encuentr form peligr llam atencion
Un charro atormentado por sus circunstancias se encuentra con una mujer seductora que podría no ser lo que él cree.,charr atorment circunst encuentr muj seductor podr ser cre
"Rodrigo y Mariana  decidieron tener relaciones por primera vez, pero, por un descuido de él y una coincidencia del destino, su experiencia podría ser un completo desastre",rodrig marian decid ten relacion primer vez descu coincident destin experient podr ser complet desastr
Una reunión común y corriente toma un giro inesperado. Un joven atraviesa el peor momento de su vida al descubrir que alguien lo amenaza con tener el control de su vida. Es entonces cuando debe hacer lo imposible por recuperar el control.,reunion comun corrient tom gir inesper jov atravies peor moment vid descubr algui amenaz ten control vid entonc deb hac impos recuper control
"Un campesino en Hidalgo disfruta de una noche de descanso con su bebé, afuera de su casa, sin saber, que esa noche se encontraría con una bruja.",campesin hidalg disfrut noch descans beb afuer cas sab noch encontr bruj
cada trayecto y persona con la que te cruzas te cuenta una historia con solo verla.,cad trayect person cruz cuent histori sol verl
"Cuatro  amigos,  que  solían  ser  muy  cercanos,  se  reúnen  después  de  varios  años.  Pero  uno  de  ellos  se  percata  que  la  tecnología  está  influyendo  mucho  en  sus  vidas,  a  tal  grado  de  que  su  reunión  se  ve  estropeada  por  la  misma.  Mike  (Zyaza  Miguel)  les  propondrá  que  regresen  a  ser  los  amigos  aventureros  que  solían  ser.",cuatr amig sol ser cercan reun despues vari años percat tecnolog influ vid tal grad reunion ve estrop mism mik zyaz miguel propondr regres ser amig aventurer sol ser
En vivo es un film que trata de exponer como las redes sociales en este caso Facebook con su modalidad de transmisión de vídeo en vivo puede llegar a humillar y exponer a las personas las cuales posteriormente pueden sufrir de ciberbullying.,viv film trat expon red social cas facebook modal transmision vide viv pued lleg humill expon person cual posterior pued sufr ciberbullying
"Edgar, un jovén se encierra voluntariamente en un cuarto para poder superar algo de su pasado, mas algo de este mismo el cual es su motivo de confinamiento reaparece ante el para ""ayudarle"" a hacer frente. Edgar se muestra reacio a su intento de ayuda desde el inicio, hasta que al final por propios meritos puede salir.  Pd: El cortometraje esta lleno de metafóras acerca de la mentalidad de una persona y momentos dificiles.",edgar joven encierr voluntari cuart pod super pas mas mism motiv confin reaparec ayud hac frent edgar muestr reaci intent ayud inici final propi merit pued sal pd cortometraj llen metafor acerc mental person moment dificil
"Reina, una presuntuosa  y egoísta mujer compra un collar para asistir a una fiesta de Halloween sin saber que dicho collar está maldecido por el también envidioso y vanidoso espíritu de “La Garbancera”.",rein presuntu egoist muj compr coll asist fiest hallow sab dich coll maldec envidi vanid espiritu garbancer
Una mujer embarazada recibe la visita inesperada de una niña disfrazada de Catrina.,muj embaraz recib visit inesper niñ disfraz catrin
"Sofía es una chica que disfruta de ganar seguidores, y con ellos comparte cada momento que ella vive en las redes sociales pero todo cambia cuando repentinamente aparta su vista del celular.",sof chic disfrut gan seguidor compart cad moment viv red social cambi repentin apart vist celul
"En “Follow me”, Mariela (smartphone girl), 21 años, toma un café en Santo Domingo Oaxaca con su mejor amiga, al finalizar se dirige a casa y en el camino revisa sus redes sociales como siempre, sin darse cuenta que un hombre misterioso la sigue. Unas cuadras después el hombre, por sorpresa la agarra de la cabeza y Mariela siente pánico y terror; al final, se lleva una gran sorpresa al descubrir la identidad del hombre que la siguió.",follow mariel smartphon girl 21 años tom caf sant doming oaxac mejor amig finaliz dirig cas camin revis red social siempr dars cuent hombr misteri sig unas cuadr despues hombr sorpres agarr cabez mariel panic terror final llev gran sorpres descubr ident hombr sigu
"Una joven venezolana emprende un viaje a lo desconocido tras haber sido separada de su familia y amigos a causa de la situación política, económica y social que atraviesa el país.  Estando lejos, comienza a valorar los pequeños detalles, los momentos del presente; se da cuenta que viajar es explorar culturas y conocer realidades.   Con ayuda de la tecnología termina por darse cuenta que nunca estará sola.",jov venezolan emprend viaj desconoc tras hab sid separ famili amig caus situacion polit econom social atravies pais lej comienz valor pequeñ detall moment present da cuent viaj explor cultur conoc realidad ayud tecnolog termin dars cuent nunc sol
A.N.A. es una historia de como se puede aprovechar un problema actual como el Acoso como arma.,n histori pued aprovech problem actual acos arma
Una mujer embarazada recibe la visita de una niña vestida de catrina.,muj embaraz recib visit niñ vest catrin
Los momentos son más especiales cuando los compartimos. Por esto estamos acostumbrados a compartir cada momento de nuestros días en redes sociales. Pero… ¿Qué pasa cuando se rompe el limite de la privacidad? ¿Qué pasa cuando nos damos cuenta de que no todas las personas con las que nos conectamos son nuestros amigos?,moment especial compart acostumbr compart cad moment dias red social pas romp limit privac pas dam cuent tod person conect amig
Una joven despues de que llega del desfile de las catrinas escucha un audio  en el celular que al escucharlo suceden cosas sobrenaturales,jov despu lleg desfil catrin escuch audi celul escuch suced cos sobrenatural
"El regalo es un cortometraje de drama, Historia que nos presenta un día especial en la vida de Rafael un ilustrador que se encuentra desempleado,  obsequia a su hijo adolescente un celular por su cumpleaños,  lo cual le genera conflicto con su esposa dada la situación económica por la que estan pasando.  Rafael debe ir a una entrevista de trabajo a la cual tiene que llevar muestras de su actividad como ilustrador, sin embargo en el camino Rafael es víctima de un asalto en el cual pierde su portafolio de trabajos y con el la esperanza del empleo. Recibe una llamada con la cual se da cuenta que pudo conservar su teléfono celular, en la llamada es alentado por su hijo a asistir a la entrevista, mientras tanto el hijo se compromete buscar la menera de apoyar lo con el problema respecto a la perdida de las ilustraciones. Al estar en la sala de espera  Rafael recibe un mensaje que le da el impulso para continuar con su objetivo.inmediatamente despues es llamado a pasar,  le solicitan su portafolio de trabajo, él da a saber que lo envió por correo electrónico.  Rafael llega casa y agradece a su hijo. Al final se puede ver la presentación enviada por correo por el hijo de Rafael, la cual contiene fotografías de las ilustraciones,  tomadas en la mañana con el celular nuevo,",regal cortometraj dram histori present dia especial vid rafael ilustr encuentr desempl obsequi hij adolescent celul cumpleañ gener conflict espos dad situacion econom estan pas rafael deb ir entrev trabaj llev muestr activ ilustr embarg camin rafael victim asalt pierd portafoli trabaj esper emple recib llam da cuent pud conserv telefon celul llam alent hij asist entrev mientr hij compromet busc mener apoy problem respect perd ilustr sal esper rafael recib mensaj da impuls continu objet inmediat despu llam pas solicit portafoli trabaj da sab envi corre electron rafael lleg cas agradec hij final pued ver present envi corre hij rafael contien fotograf ilustr tom mañan celul nuev
"Cecilia es aceptada en la prepa que ella quería entra, entonces su vida toma dos rumbos completamente distintos que se relacionan entre si para al final conectarse.",cecili acept prep quer entra entonc vid tom dos rumb complet distint relacion si final conect
"Un grupo de amigos se reúne durante una noche para jugar a la ouija, pero descubrirán que hay cosas con lo que no se debe jugar.",grup amig reun noch jug ouij descubr cos deb jug
"Esteban es un chico mudo, Julia una estudiante de violín tras un inesperado encuentro momentáneo sus vidas dan un giro drástico procurando desde entonces el uno al otro. Julia con el afán de sorprender a Esteban decide utilizar las nuevas tecnologías de aprendizaje para comunicarse mejor con su pretendiente.",esteb chic mud juli estudi violin tras inesper encuentr momentane vid dan gir drastic procur entonc juli afan sorprend esteb decid utiliz nuev tecnolog aprendizaj comunic mejor pretendient
Carlota del amor a la locura,carlot amor locur
"Dos amigas llegan a Torreón para iniciar un roadtrip. Conocen a Marco, quien las lleva a La Zona del Silencio, un lugar cerca del Bolsón de Mapimí lleno de misterio y eventos sobrenaturales.",dos amig lleg torreon inici roadtrip conoc marc llev zon silenci lug cerc bolson mapim llen misteri event sobrenatural
"Un par de novios van a desayunar, posteriormente se genera una escena de celos, por la cual la chica enojada se interna en el bosque. El novio al ir tras ella la pierde de vista , perdidos ambos y en su búsqueda por sí mismos logran encontrarse con un asesino serial.",par novi van desayun posterior gener escen cel chic enoj intern bosqu novi ir tras pierd vist perd ambos busqued mism logr encontr asesin serial
La luz de nuestra vida tiene una lapso de vida y depende de cada uno el tiempo de la misma.,luz vid laps vid depend cad tiemp mism
Hanna! una niña que tiene problemas para dormir porque extraña a su hermano,hann niñ problem dorm extrañ herman
"Rebeca es una chica de veintiún años que ha presenciado muertes cotidianamente desde la infancia, tras años de escribir diarios privados donde lleva ciertos registros de los fallecimientos que ha visto, Estos por fin son descubiertos y revelan un posible trastorno psicótico en Rebeca el cual involucra alucinaciones con una figura popular en las tradiciones de México, Rebeca quien ha aceptado tomar ayuda médica, intenta convencerse de que tiene una enfermedad y aceptar lo que el doctor proponga.",rebec chic veintiun años presenci muert cotidian infanci tras años escrib diari priv llev ciert registr fallec vist fin descubiert revel posibl trastorn psicot rebec involucr alucin figur popul tradicion mexic rebec acept tom ayud medic intent convenc enfermed acept doctor propong
Una ruptura amorosa. Nadie imagina el final...,ruptur amor nadi imagin final
La trama del cortometraje trata sobre un joven que está cegado por la tecnología que ante sus ojos cree que es invisible.,tram cortometraj trat jov ceg tecnolog ojos cre invis
"Karla, una chica aburrida en una fiesta en donde todos están inmersos en su celular, conoce a un chico que, de lejos, la invita a bailar. Ella se refugia en el baño, en un acto de nervios, pero cobra valor para salir a buscar al chico, pero descubre que también está inmerso en el celular. Ella se desilusiona y busca salir del lugar, pero él la alcanza y le muestra el texto que estaba escribiendo, en donde le comunica que él es sordomudo. Ella entiende la situación y decide quedarse con él.",karl chic aburr fiest inmers celul conoc chic lej invit bail refugi bañ acto nervi cobr valor sal busc chic descubr inmers celul desilusion busc sal lug alcanz muestr text escrib comun sordomud entiend situacion decid qued
El resultado esperado/inesperado de alguien esperando.,result esper inesper algui esper
"Una chica busca la raíz de su homosexualidad, lo que ella identifica como un problema, con el fin de poder corregir ese suceso en su vida y que, en consecuencia, pueda dejar de serlo. Sin embargo, en su proceso de búsqueda, entenderá que lo que ella se planteaba como conflicto, en realidad es una preferencia más dentro de su personalidad, sin ser malo o bueno: sólo un gusto más.",chic busc raiz homosexual identif problem fin pod correg suces vid consecuent pued dej serl embarg proces busqued entend plant conflict realid preferent dentr personal ser mal buen sol gust
"Catalina es una madre acechada por su hijo a quien dió muerte en una sobredosis, trata de salvar su vida y la de Pablo, su hijo más pequeño.",catalin madr acech hij dio muert sobredosis trat salv vid pabl hij pequeñ
"Agustín desaparece después de asistir a una fiesta y llevar a una chica desconocida a su casa, ella le invita un café pero afuera pasaba algo más rápido de lo que él se imaginaba. La madrastra lo da por muerto tras la necesidad y desesperación por el abandono del padre biológico que no regresa, pero la mañana llegó en la casa de la chica desconocida...",agustin desaparec despues asist fiest llev chic desconoc cas invit caf afuer pas rap imagin madrastr da muert tras neces desesper abandon padr biolog regres mañan lleg cas chic desconoc
"Una noche mientras realiza un dibujo de La Catrina mexicana, un joven artista comienza a recibir extraños mensajes de un personaje inesperado.",noch mientr realiz dibuj catrin mexican jov artist comienz recib extrañ mensaj personaj inesper
"Fernanda sabe que el salir con un vestido corto en un día caluroso puede costar caro, no solo para ella, sino para todas las mujeres",fernand sab sal vest cort dia calur pued cost car sol sin tod mujer
"Lula entra no sólo a una clase de meditación, sino a una nueva dimensión que le ayuda a descubrir un nuevo sentido y darle un nuevo rumbo al uso de la tecnología en su vida.",lul entra sol clas medit sin nuev dimension ayud descubr nuev darl nuev rumb uso tecnolog vid
"A principios del siglo XX, el tiempo quedó atrapado en un reloj en forma de dije. Décadas más tarde, el reloj es hallado por una mujer quien, seducida por la belleza del artefacto, lo conserva a pesar de los extraños sucesos que desencadena. Ahora, la mujer guarda un poder inusitado al que no puede renunciar.",principi sigl xx tiemp qued atrap reloj form dij dec tard reloj hall muj seduc bellez artefact conserv pes extrañ suces desencaden ahor muj guard pod inusit pued renunci
"Todos tenemos a alguien a quien agradecerle por quienes somos. Esta carta es un agradecimiento a aquel país que nos a guiado ,cuidado y visto crecer.",algui agradec cart agradec aquel pais gui cuid vist crec
Una Rappi repartidora se enfrenta a un pedido bastante extraño y conforme los minutos pasan las cosas parecen complicarse cada vez más.,rappi repartidor enfrent ped bastant extrañ conform minut pas cos parec complic cad vez
"en una vecindad un cuarteto de inquilinos adeudan un viejo compromiso, esto afecta la psiquis de su propietaria (doña pastora) una señora bonachona incapaz de matar una mosca que ya se cansa de ser el burlesco de sus huespedes .  esto la lleva a tomar una desicion radical un poco apresurada y agresiva. al escuchar tal desicion los locatarios embargados por el miedo de ser desalojados de la vecindad, emprenden una serie de planes que  los llevan a cometer una arriesgada aventura que les traera una gran sorpresa.",vecind cuartet inquilin adeud viej compromis afect psiquis propietari doñ pastor señor bonachon incapaz mat mosc cans ser burlesc huesped llev tom desicion radical apresur agres escuch tal desicion locatari embarg mied ser desaloj vecind emprend seri plan llev comet arriesg aventur traer gran sorpres
"Smart Love representa una tendencia negativa en el comportamiento de la generación millenial Lalo, un joven de 21 años con dependencia a su celular tiene una visión de un ser divino que se encarga de hacer reflexionar a los jóvenes y hacer que aprendan la lección.",smart lov represent tendenci negat comport gener millenial lal jov 21 años dependent celul vision ser divin encarg hac reflexion joven hac aprend leccion
"Aterrador cortometraje que muestra algunas de las facetas de la catrina, y ciertas escenas en las que otras cosas cobran cierta importancia y significado.",aterr cortometraj muestr facet catrin ciert escen cos cobr ciert import signific
"Frida está obsesionada con la idea de morirse, y un año más de vida le acrecienta esta preocupación, con ayuda de su mejor amiga festejara como siempre, pero un invitado inesperado hará que sus pensamientos inconscientes se vuelvan realidad.",frid obsesion ide mor año vid acrecient preocup ayud mejor amig festej siempr invit inesper har pensamient inconscient vuelv realid
"Sinopsis Dando Vueltas.  Un coche permanece estacionado en una oscura calle de la ciudad. Dentro, un Hombre (40), sentado en asiento del piloto, mira inmóvil la pantalla en blanco de su celular. Súbitamente,  sale de su marasmo como si dentro pronto le fuera inyectada energía vital. Mira su entorno un tanto desconcertado, pero rápidamente enciende el motor y se pone en marcha. El auto se mueve entre las oscuras y solitarias calles de la ciudad. El Hombre se dispone a ir a su casa. En la radio solo se escucha interferencia. El Hombre vuelve a mirar su celular mientras maneja, el cual sostiene con una mano.. Se detiene en un cruce peatonal y aprovecha para seguir hurgando en su celular. Tanto la radio del auto como el celular producen un intenso ruido blanco. La pantalla blanca del celular muestra poco a poco lo que parece ser la silueta de una niña. El Hombre mira absorto como la imagen se revela poco a poco.  Un individuo con una máscara interrumpe el momento de la revelación de la imagen golpeando en la ventana del coche.  El Hombre avanza de nuevo y decide llamar a su esposa para notificarle que va en camino y marca un número. El celular se escucha demasiada interferencia y voces lejanas, una voz femenina contesta la llamada.  El Hombre justifica su tardanza, pero la mujer que contesta la llamada le pide que la deje de molestar, que todos los años es lo mismo y cuelga. El Hombre, extrañado, intenta marcar nuevamente, sin darse cuenta que está a punto de atropellar a alguien que está parado en medio de la calle. El Hombre hace una maniobra para evitar atropellar a la persona, cuya oscura silueta solo deja ver que se trata de una mujer, tal vez anciana. El Hombre sale del auto y le reclama a la Mujer su imprudencia, toma su celular y se dispone a tomar una fotografía como evidencia de su irresponsabilidad. Todo ésto sucede en la misma calle donde el Hombre despertó.  La Mujer solamente lo observa inmovil. El Hombre dispara el flash de su celular justo cuando todo el ambiente cambia como si fuera un limbo, con una densa niebla. El hombre mira asombrado el entorno y también se da cuenta que la Mujer ha desaparecido. Lleno de miedo, el Hombre sube a su coche y se aleja. Recorre las calles buscando la salida pero todos los caminos lo conducen a la misma calle donde despertó en un principio. El Hombre mira atónito que en medio de la calle lo espera la mujer de la oscura silueta.  El Hombre sale de su coche y le pregunta a la Mujer quién es, qué es lo que quiere. No se escucha lo que la mujer le contesta al Hombre, pero por las palabras de éste se infiere que él solamente quiere llegar a su casa, donde lo esperan. La Mujer alza la mano y señala el coche del Hombre que tiene justo detrás. El Hombre voltea y mira su coche destrozado, de donde sale una densa columna de humo negro. El Hombre, angustiado, se da cuenta que ha muerto desde hace mucho tiempo, que solamente despierta para repetir el momento en que perdió la vida, cuando manejaba distraído, mirando la pantalla de su celular, esclavo de sus obsesiones.",sinopsis dand vuelt coch permanec estacion oscur call ciud dentr hombr 40 sent asient pilot mir inmovil pantall blanc celul subit sal marasm si dentr pront inyect energ vital mir entorn desconcert rapid enciend motor pon march aut muev oscur solitari call ciud hombr dispon ir cas radi sol escuch interferent hombr vuelv mir celul mientr manej sostien man detien cruc peatonal aprovech segu hurg celul radi aut celul produc intens ruid blanc pantall blanc celul muestr parec ser siluet niñ hombr mir absort imag revel individu masc interrump moment revel imag golp ventan coch hombr avanz nuev decid llam espos notific va camin marc numer celul escuch demasi interferent voc lejan voz femenin contest llam hombr justif tardanz muj contest llam pid dej molest años mism cuelg hombr extrañ intent marc nuev dars cuent punt atropell algui par medi call hombr hac maniobr evit atropell person cuy oscur siluet sol dej ver trat muj tal vez ancian hombr sal aut reclam muj imprudent tom celul dispon tom fotograf evident irrespons esto suced mism call hombr despert muj sol observ inmovil hombr disp flash celul just ambient cambi si limb dens niebl hombr mir asombr entorn da cuent muj desaparec llen mied hombr sub coch alej recorr call busc sal camin conduc mism call despert principi hombr mir atonit medi call esper muj oscur siluet hombr sal coch pregunt muj quien quier escuch muj contest hombr palabr este infier sol quier lleg cas esper muj alza man señal coch hombr just detras hombr volte mir coch destroz sal dens column hum negr hombr angusti da cuent muert hac tiemp sol despiert repet moment perd vid manej distraid mir pantall celul esclav obsesion
"Es el primer día de escuela de Felipe, su único inconveniente, el entorno totalmente diferente.",prim dia escuel felip unic inconvenient entorn total diferent
A través de el uso de la tecnología actual una niña logra encontrar a su mascota perdida.,traves uso tecnolog actual niñ logr encontr mascot perd
"El cuarto es una historia que se repite cada que la percepción de los personajes se transforma, una muestra de que el mejor creador del horror son nuestras propias mentes.",cuart histori repit cad percepcion personaj transform muestr mejor creador horror propi ment
"Alfonso esta apunto de ""vivir"" una pesadilla, que puede volverse realidad.",alfons apunt viv pesadill pued volv realid
Momentos de una vida a través de una Tablet.,moment vid traves tablet
De un día para otro una joven se vuelve viral en las redes sociales afectando su vida.,dia jov vuelv viral red social afect vid
"Nos narra a manera de calaverita la historia de la muerte antes de ser catrina, como en México nos apropiamos de ella dándole una nueva identidad que nos permite recibirla una vez al año con una fiesta",narr maner calaverit histori muert ser catrin mexic apropi dandol nuev ident permit recib vez año fiest
"A lo lejos se ve a una chica caminando, en la oscuridad de la noche. Apenas las luces de la calle pintan su silueta.   Se dirige hacia su casa después de la jornada escolar, dispuesta a descansar tomando una cerveza (esta la lleva en la mano). Va escuchando música y a pesar de que trae audífonos, esta se escucha debido al volumen exagerado.  Cruza la explanada de su colonia, desierta, sin gente, sólo los árboles y sus sombras.   Mientras camina ve que en el parque de juegos hay una niña, meciéndose en un columpio. Ella se detiene y la saluda, la chica le devuelve el saludo.    De lejos, entre las calles, alguien la observa y pretende seguirla, ha encontrada a la víctima perfecta. Un hombre que no se le ve el rostro ya que la capucha lo cubre, estado totalmente de negro.  Después de toparse con la niña, la chica sigue caminando. A pesar de que ha recorrido en innumerables ocasiones esta calle, comienza sentir su corazón latir más rápido de lo normal, las manos sudorosas y una sensación de peligro. Algo no anda bien.  A unos cuantos pasos, alguien doble la esquina detrás de ella. Ya no son sólo sus pisadas las que se escuchan en aquella noche, hay alguien detrás de ella. Mira de reojo pero no ve nítidamente quien es. Aprieta el paso, comienza a sentir como el miedo recorre todo su cuerpo, se siente en peligro.   En un intento por despistar al desconocido, entra en una de las calles y simula que va abrir la puerta de una casa, como si esta fuera suya. El desconocido sigue su trayecto derecho, no repara en que ella ha dado la vuelta.  Ella mira de reojo y por un momento se siente aliviada, en ese momento la niña pasa corriendo, riendo.  Mientras la chica observa esto, el desconocido se encuentra detrás de ella, nuevamente acechando a su presa.  Ella continua caminando, sin percatarse de que él la está siguiendo nuevamente.  Saca su teléfono para hacer una llamada, de pronto la niña sale de una de las calles, la chica la ve, ambas están a una distancia considerable, se quedan paradas. Se miran a los ojos, un escalofrío recorre la piel de la chica, la niña sólo sonríe y hace una señal como indicando que gire, la chica voltea y él está ahí, está vez sin la capucha, con una máscara y las manos detrás. Ella se queda congelada, no le responden los pies ni la voz, tira la cerveza que traía en la mano, el mueve sus manos lentamente hasta que descubre una pistola.  De pronto, la chica siente que alguien le toca el hombro, voltea y es la niña que había visto antes, de pronto es la muerte.   Se escucha un disparo.",lej ve chic camin oscur noch apen luc call pint siluet dirig haci cas despues jorn escol dispuest descans tom cervez llev man va escuch music pes tra audifon escuch deb volum exager cruz explan coloni desiert gent sol arbol sombr mientr camin ve parqu jueg niñ mec columpi detien salud chic devuelv salud lej call algui observ pretend segu encontr victim perfect hombr ve rostr capuch cubr total negr despues top niñ chic sig camin pes recorr innumer ocasion call comienz sent corazon lat rap normal man sudor sensacion peligr anda bien cuant pas algui dobl esquin detras sol pis escuch aquell noch algui detras mir reoj ve nitid apriet pas comienz sent mied recorr cuerp peligr intent despist desconoc entra call simul va abrir puert cas si desconoc sig trayect derech rep dad vuelt mir reoj moment alivi moment niñ pas corr riend mientr chic observ desconoc encuentr detras nuev acech pres continu camin percat sigu nuev sac telefon hac llam pront niñ sal call chic ve ambas distanci consider qued par mir ojos escalofri recorr piel chic niñ sol sonri hac señal indic gir chic volte ahi vez capuch masc man detras qued congel respond pies voz tir cervez tra man muev man lent descubr pistol pront chic algui toc hombr volte niñ vist pront muert escuch dispar
Nuestro cortometraje lo elaboramos para crear consciencia en las personas sobre el uso de los celulares.,cortometraj elabor cre conscienci person uso celular
