Categoria,Edad,Pais,Titulo,Genero,Duracion,Marca,Referencia,Dias,Marcas,Personas,Sinopsis,limpios
AFICIONADO,35,Colombia,Omnipresente,Drama,292,Apple,iPhone 6,7,124.0,7,"Una bala perdida destruye la vida de un hombre y una mujer. El paso de los días le mostrará a los culpables que hay errores que nos persiguen toda la vida y están presentes en cada parpadeo, en cada instante.",bal perd destru vid hombr muj pas dias mostr culpabl error persig tod vid present cad parpade cad instant
AFICIONADO,25,Colombia,Ondear,Drama,299,Apple,Iphone 6,30,205.0,8,"Don Antonio es reconocido por mantener una tradición, izar una bandera de Colombia enfrente de su casa cada cuatro años en apoyo a la Selección Colombia. Su más grande sueño es poder viajar a participar en una Copa Mundo, para esto, lleva ahorrando toda su vida...Este sueño y tradición se lo enseña a su nieto más pequeño, cuando Don Antonio ya no está más, Samuel continua trabajando por el sueño de su abuelo, siguiendo la costumbre de izar la bandera, hasta lograr hacer realidad el sueño de participar en una Copa Mundo...Ondear la bandera nunca significó tanto para una relación de nieto y abuelo.",don antoni reconoc manten tradicion izar bander colombi enfrent cas cad cuatr años apoy seleccion colombi grand sueñ pod viaj particip cop mund llev ahorr tod vid sueñ tradicion enseñ niet pequeñ don antoni samuel continu trabaj sueñ abuel sigu costumbr izar bander logr hac realid sueñ particip cop mund onde bander nunc signific relacion niet abuel
AFICIONADO,20,Colombia,ONICO,Ficción,300,Apple,Iphone 7,20,,12,"MARIANA es una joven de gustos particulares, le gusta tomar largos baños en leche y se siente atraída por hombres que usan ropa interior. Lleva en general una vida normal pero tiene un problema: padece una gran fobia hacia las uñas. Su repulsión alcanzará su máxima expresión luego de que conozca a un hombre en una cafetería.",marian jov gust particular gust tom larg bañ lech atraid hombr usan rop interior llev general vid normal problem padec gran fobi haci uñas repulsion alcanz maxim expresion lueg conozc hombr cafet
AFICIONADO,26,Colombia,OSCURIDAD,Drama,246,Samsung,Galaxy J7,22,,4,"Una chica se despierta en medio de su habitación y se da cuanta que esta de pie, cosas extrañas comienzan a ocurrir ella trata de descubrir el por que de todo esto pero lo que encontrara sera siniestro",chic despiert medi habit da cuant pie cos extrañ comienz ocurr trat descubr encontr ser siniestr
AFICIONADO,24,Colombia,Osiris,Drama,299,Motorola,Motorola G5,16,78.0,18,"Diego y César son dos hermanos que van a ver un show de magia, a Diego no le gusta pero decide acompañar a Cesar, en el show Diego muestra desinterés y aburrimiento, hasta que el Mago lo convence de subir al escenario para un truco de magia, en el transcurso de la magia Diego recibe un colapso y empieza a ver la magia y la vida y a su padre de manera distinta.",dieg ces dos herman van ver show magi dieg gust decid acompañ ces show dieg muestr desinteres aburr mag convenc sub escenari truc magi transcurs magi dieg recib colaps empiez ver magi vid padr maner distint
FAMILIAR,19,Colombia,PA´ LA PROXIMA SERÁ,Ficción,260,Huawei,Huawei Y6II,2,,5,"Un niño mas o menos de bajos recursos, ve lindas cometas por todo lado..va para la casa a decirle a mama que le ayude para comprar una cometa pero la mama de dice que no se puede. no tienen para comprar cometas..entonces el niño sale caminando, ve muchas cometas pero se pone triste....por el camino va recogiendo palitos, pitas, plastico.el hecho es que llega a casa, la mama le ayuda a armar la cometa...Yyy el dua que salen a volar la cometa no hace viento...pero el niño guarda la cometa como su mayor logro.",niñ mas men baj recurs ve lind comet lad va cas dec mam ayud compr comet mam dic pued compr comet entonc niñ sal camin ve much comet pon trist camin va recog palit pit plastic hech lleg cas mam ayud armar comet yyy dua sal vol comet hac vient niñ guard comet mayor logr
CRONICAS,45,Colombia,PALABRAS DE PAZ,Crónica,298,Apple,Iphone 7 Plus,7,,12,"LAS APLICACIONES ESTAN CAMBIANDO EL MUNDO EN EL QUE VIVIMOS , POR MEDIO DE SU TECNOLOGIA HAN LLEGADO Y SEGUIRAN LLEGANDO IDEAS QUE  ENRIQUECERAN LA VIDA DE LOS SERES HUMANOS  , IDEAS QUE SOLUCIONARAN LOS PROBLEMAS DE LOS HABITANTES DEL PLANETA AZUL ...LA APLICACIÓN  TALK –WISELY  APARECE COMO UNA LUZ ESPERANZADORA QUE APUNTA A SOLUCIONAR UNO DE LOS PRINCIPALES PROBLEMAS QUE TIENE LA ESPECIE HUMANA ….SU FORMA DE RELACIONARSE LOS UNOS CON LOS OTROS , ESPECIFICAMENTE , LA FORMA EN QUE SE HABLAN LOS UNOS A LOS OTROS..LA GUERRA COMIENZA PRIMERO ENTRE LOS INDIVIDUOS , LUEGO LAS FAMILIAS , LUEGO CIUDADES , LUEGO PAISES…Y LUEGO COMO YA LO HEMOS VISTO EN DOS OCASIONES , GUERRA MUNDIAL….MAS SI QUEREMOS SOLUCIONAR EL MACRO DEL PROBLEMA , DEBEMOS COMENZAR POR EL MICRO…EL INDIVIDUO , Y SU PRINCIPAL FORMA DE RELACIONARSE CON LOS QUE LE RODEAN ..LAS PALABRAS QUE SALEN DE SU BOCA...SI BUSCAMOS TRAER PAZ AL MUNDO , DEBEMOS COMENZAR POR LLEVAR PAZ AL CORAZON DE LOS INDIVIDUOS.",aplic estan cambi mund viv medi tecnologi lleg seguir lleg ide enriquecer vid ser human ide solucion problem habit planet azul aplic talk wisely aparec luz esperanz apunt solucion principal problem especi human form relacion especif form habl guerr comienz primer individu lueg famili lueg ciudad lueg pais lueg vist dos ocasion guerr mundial mas si quer solucion macr problem deb comenz micr individu principal form relacion rod palabr sal boc si busc tra paz mund deb comenz llev paz corazon individu
SMARTIC INCLUYENTE,26,Colombia,Papaya,Acción,112,Samsung,J7,4,,7,"Papaya es un corto escrito, protagonizado y realizado por Anderson Cano, con la dirección de Yeraldin Narváez el Making of  de Doris Betancur y la actuación de Lucía Vásquez, Hugo Valencia y Edison Patiño...En él, se refleja el comportamiento de muchas personas que, descuidadamente salen a la calle con sus celulares u otros aparatos.electrónicos, sin percatarse del peligro al que pueden exponerse, siendo presa fácil de los ladrones y arriesgándose a perder la vida o.sus pertenencias...Además, nos muestra cómo todos somos vulnerables a la inseguridad que vivimos a diario en las calles de nuestro país, sin importar si tenemos o no discapacidad.",papay cort escrit protagoniz realiz anderson can direccion yeraldin narvaez making of doris betancur actuacion luc vasquez hug valenci edison patiñ reflej comport much person descuid sal call celular u aparat electron percat peligr pued expon siend pres facil ladron arriesg perd vid pertenent ademas muestr com vulner insegur viv diari call pais import si discapac
AFICIONADO,24,Colombia,Para Mamá,Drama,274,Apple,Iphone 7 Plus,52,22.0,13,"Vale es una niña que ama los sábados, en especial porque tiene clases de baile y ella ama bailar, además es el unico día en que se encuentra con Sofi, su mejor en todo el mundo!, así se divierte por horas y horas hasta el final de la clase en la que su amiga le pide siempre un favor muy importante...",val niñ ama sab especial clas bail ama bail ademas unic dia encuentr sofi mejor mund asi diviert hor hor final clas amig pid siempr favor import
AFICIONADO,36,Colombia,PARADOJA PARA DOS,Ficción,300,Huawei,P Smart,7,,7,"Un hombre herido y magullado, despierta en un paraje natural. Ha sido traicionado y clama por venganza. Pronto tendrá un extraño encuentro con alguien que le cambiará la vida y hará que se plantee muchas cosas... ¿O será al revés?",hombr her magull despiert paraj natural sid traicion clam venganz pront extrañ encuentr algui cambi vid har plante much cos reves
CRONICAS,19,Colombia,Parchaditos en la u,Crónica,156,Samsung,J7 prime,2,,6,"Cómo hacer paz desde la universidad, sin discriminar, sin ofender, compartiendo y disfrutando con los demás.",com hac paz univers discrimin ofend compart disfrut demas
AFICIONADO,29,Colombia,Paredes,Drama,300,Apple,iPhone 6,26,254.0,6,"Sin poder salir de casa, Maddie sufre el peso de muchas responsabilidades en medio de una situación incómoda y un luto crudo, lo que la hace ver a alguien muy querido, quien le ayuda a afrontar la realidad.",pod sal cas maddi sufr pes much respons medi situacion incomod lut crud hac ver algui quer ayud afront realid
CRONICAS,52,Colombia,Pedagogía y paz,Crónica,150,Samsung,S7,1,,5,La visión de una pequeña parte de la comunidad educativa del Colegio Unidad Pedagógica hacia la forma de construir paZ mediante la pedagogía,vision pequeñ part comun educ colegi unid pedagog haci form constru paz mediant pedagog
CRONICAS,36,Colombia,Peíname el alma,Crónica,300,Huawei,P10,15,,10,"Karen, una joven muchacha que padece cáncer, decide ayudar a otras personas de su edad que han pasado por la misma situación para tratar de restaurar de alguna manera su autoestima. Con esta premisa emprende la aventura de buscar personas que apoyen su causa.",kar jov muchach padec canc decid ayud person edad pas mism situacion trat restaur algun maner autoestim premis emprend aventur busc person apoy caus
CRONICAS,25,Colombia,"Pejaebo, alimentando esperanzas.",Crónica,237,Huawei,P SMART,15,,22,"En un municipio donde la mayor parte de la población pertenece a las etnias indígenas Sáliba, Sikuani y Amorúa, un hombre llamado Carlos Uribe lucha contra la desnutrición de los niños que en ocasiones no encuentran qué comer en su hogar.  aunque ellos se comunican en su lengua nativa, esto no es impedimento para encontrarse cada semana y ofrecerles un plato de comida en su comedor, (Pejaebo).",municipi mayor part poblacion pertenec etni indigen salib sikuani amoru hombr llam carl urib luch desnutricion niñ ocasion encuentr com hog aunqu comunic lengu nativ impediment encontr cad seman ofrec plat com comedor pejaeb
AFICIONADO,24,Colombia,Pequeño delirio,Drama,270,Huawei,P8 Lite,5,5.0,12,"David, un niño que, a sus 7 años de edad, fue diagnosticado con esquizofrenia infantil. Tiempo atrás comenzó a escuchar y notar la presencia de extraños seres a su alrededor, volviéndose cada día más constante y desesperante. tanto así, que inicia a notar las variadas facetas que no conocía de su enfermedad, manifestándolas en acciones extrañas.",dav niñ 7 años edad diagnostic esquizofreni infantil tiemp atras comenz escuch not presenci extrañ ser alrededor volv cad dia constant desesper asi inici not vari facet conoc enfermed manifest accion extrañ
PROFESIONAL,25,Colombia,PERSPECTIVA,Drama,300,Apple,IPhone X,75,15.0,10,"Una tarde fría iluminada por la luz de una fogata da inicio a un día que Sebastián jamás olvidará..Laura y su hijo Sebas están acampando en una reserva natural, cuando escuchan unos ruidos extraños muy cerca de ellos. .Invadidos de miedo buscan esconderse y alejarse del lugar, ya cansados y con hambre ven unas luces en la mitad del bosque, creen encontrar su salvación. .Laura siendo fiel a sus instintos acude a buscar alimento y esto la lleva a un final fatal. .Su hijo Sebastián un osezno de tan solo 8 meses ve como asesinan a su madre y debe volver al bosque y enfrentarse solo a la vida.",tard fri ilumin luz fogat da inici dia sebastian jamas olvid laur hij seb acamp reserv natural escuch ruid extrañ cerc invad mied busc escond alej lug cans hambr ven unas luc mit bosqu cre encontr salvacion laur siend fiel instint acud busc aliment llev final fatal hij sebastian osezn tan sol 8 mes ve asesin madr deb volv bosqu enfrent sol vid
SMARTIC INCLUYENTE,44,Colombia,PERSPECTIVA,Documental,208,Apple,iphone 6s plus,15,,6,cuando salir a la calle es toda una aventura donde hasta las cosas tienen mucho que ver..un cortometraje en el cual la realidad supera toda perspectiva..¿y tu...te apuntas ?,sal call tod aventur cos ver cortometraj realid super tod perspect apunt
SMARTIC INCLUYENTE,44,Colombia,perspectiva,Documental,208,Apple,iphone 6s plus,15,,6,cuando salir a la calle es toda una aventura donde hasta las cosas tienen mucho que ver..un cortometraje en el cual la realidad supera toda perspectiva..¿y tu...te apuntas?,sal call tod aventur cos ver cortometraj realid super tod perspect apunt
CRONICAS,31,Colombia,Pintando La Paz!!!,Crónica,240,Motorola,C PLUS,5,,8,"Realización de un mural alusivo a la paz y la reconciliación en el municipio de Río Sucio-Chocó, con niños, niñas y adolescentes de la comunidad Río Ciego los cuales ven en el arte, una forma plasmar una memoria colectiva del pasado, presente y la construcción del futuro.",realiz mural alus paz reconcili municipi rio suci choc niñ niñ adolescent comun rio cieg cual ven arte form plasm memori colect pas present construccion futur
SMARTIC INCLUYENTE,22,Colombia,PINTELA COMO QUIERA,Drama,300,Apple,Modelo A 1457,8,,5,"Se encuentra una chica gomela, esperando a su novio que no ha llegado, de repente un pintor atrevido le empieza a echar piropos, lo cual disgusta a la chica por falta de respeto, pero este maestro de la pintura sigue insistiendo para que baile y alegre su vida con cosas sencillas como es compartir un baile, la chica al fin acepta bailar con él y es cuando el novio llega y la encuentra bailando con este maestro de pintura y se pone de muy de mal genio y no acepta que su novia este bailando tan feliz, se inicia una gran discusión entre ellos tan grande, tan grande que llega la policía para calmar los celos de estos dos señores. El agente de policía logra calmar la situación y este policía invita a los personajes a convivir en paz y armonía donde siempre todos debemos ser buenos vecinos y nos invita a seguir bailando para cambiar la vida llena de rutina y prejuicios a vivir sencillamente bailando feliz.",encuentr chic gomel esper novi lleg repent pintor atrev empiez echar pirop disgust chic falt respet maestr pintur sig insist bail alegr vid cos sencill compart bail chic fin acept bail novi lleg encuentr bail maestr pintur pon mal geni acept novi bail tan feliz inici gran discusion tan grand tan grand lleg polic calm cel dos señor agent polic logr calm situacion polic invit personaj conviv paz armon siempr deb ser buen vecin invit segu bail cambi vid llen rutin prejuici viv sencill bail feliz
SMARTIC INCLUYENTE,50,Colombia,Píntela como Quiera,Drama,300,Apple,A1457 Apple 5,15,300.0,6,"Se encuentra una chica gomela, esperando a su novio que no ha llegado, de repente un pintor atrevido le empieza a echar piropos, lo cual disgusta a la chica por falta de respeto, pero este maestro de la pintura sigue insistiendo para que baile y alegre su vida con cosas sencillas como es compartir un baile, la chica al fin acepta bailar con él y es cuando el novio llega y la encuentra bailando con este maestro de pintura y se pone de muy de mal genio y no acepta que su novia este bailando tan feliz, se inicia una gran discusión entre ellos tan grande, tan grande que llega la policía para calmar los celos de estos dos señores. El agente de policía logra calmar la situación y este policía invita a los personajes a convivir en paz y armonía donde siempre todos debemos ser buenos vecinos y nos invita a seguir bailando para cambiar la vida llena de rutina y prejuicios a vivir sencillamente feliz bailando.",encuentr chic gomel esper novi lleg repent pintor atrev empiez echar pirop disgust chic falt respet maestr pintur sig insist bail alegr vid cos sencill compart bail chic fin acept bail novi lleg encuentr bail maestr pintur pon mal geni acept novi bail tan feliz inici gran discusion tan grand tan grand lleg polic calm cel dos señor agent polic logr calm situacion polic invit personaj conviv paz armon siempr deb ser buen vecin invit segu bail cambi vid llen rutin prejuici viv sencill feliz bail
AFICIONADO,35,Colombia,Por Casualidad,Drama,300,Huawei,p9 lite,6,210.0,7,"Luis y Carolina han estado en una relación por largo tiempo, y esto ha hecho que la relación se deteriore. La casualidad que un día los unió puede ser la misma que los separe un tiempo después. Por Casualidad presenta una reflexión sobre la influencia que tiene en nuestras vidas el azar y la coincidencia.",luis carolin relacion larg tiemp hech relacion deterior casual dia uni pued ser mism separ tiemp despues casual present reflexion influenci vid azar coincident
PROFESIONAL,37,Colombia,Profesión: Real,Drama,300,Xiaomi,Mi A1,10,40.0,10,"Juliana actriz de profesión, ha preparado su próxima audición para el papel protagónico del próximo comercial de CAFAM. Sin embargo, una vez allí, le cambian el personaje. Allí se enfrentará a diversas situaciones y pondrá a prueba su talento.",julian actriz profesion prepar proxim audicion papel protagon proxim comercial cafam embarg vez alli cambi personaj alli enfrent divers situacion pondr prueb talent
AFICIONADO,20,Colombia,Próxima Parada,Drama,300,Huawei,Y6 ii,11,246.0,8,"Un habitante de calle, de aparente buen corazón, cambiará la vida de una mujer después de frustrar un intento de robo. ella, en agradecimiento, le brinda su ayuda con lo poco que tiene. pero bastará un tiempo para saber quién es él realmente.",habit call aparent buen corazon cambi vid muj despues frustr intent rob agradec brind ayud bast tiemp sab quien realment
AFICIONADO,26,Colombia,Punto de giro,Drama,270,Huawei,Y9 2018,10,62.0,7,"Matías y Emma desean formar una familia, pero debido a que Matías no puede tener hijos, Emma piensa en la opción de inseminación artificial para cumplirle el sueño a Matías de ser papá. él, al recibir la noticia, toma una mala actitud frente a lo ocurrido ya que no era lo que esperaba. pero a medida que pasa el tiempo, Matías tiene sentimientos encontrados hacia Isabella. Finalmente, Emma se ve enfrentada a tomar una difícil decisión para la vida de ella y su pareja.",mat emma des form famili deb mat pued ten hij emma piens opcion insemin artificial cumpl sueñ mat ser pap recib notici tom mal actitud frent ocurr esper med pas tiemp mat sentimient encontr haci isabell final emma ve enfrent tom dificil decision vid parej
AFICIONADO,24,Colombia,Quien Soy,Drama,210,Huawei,P9 Lite 2017,5,,5,"Un hombre olvida gran parte de su día perdiendo hasta su propia identidad, los sonidos e imágenes le harán recordar quien es en realidad.",hombr olvid gran part dia perd propi ident son imagen haran record realid
AFICIONADO,27,Colombia,RaMé,Drama,292,Motorola,xt1724,30,194.0,8,en un mundo actual aun existen culturas que están arraigadas a costumbres y principios pero siempre la belleza encuentra su lugar en medio del caos. los recuerdos y las luchas constantes hacer ver el verdadero valor de la vida.,mund actual aun exist cultur arraig costumbr principi siempr bellez encuentr lug medi caos recuerd luch constant hac ver verdader valor vid
JUVENIL,14,Colombia,Razones Para Vivir,Drama,286,HTC,HTC 10 desire lifestyle,90,49.0,7,"Esta historia relata la dura vida que vive Juan, un chico al que le asesinan su madre. quedando este huérfano haciendo que desee quitarse la vida...Al inicio nos muestra que su pasado no fue gris, antes tenia a su madre y esta hacia el papel de ambas figuras paternales. ya que su padre nunca respondio por sus responsabilidades como lo era su hijo...Cuando el chico se hace un poco mayor (adolescencia)...Pierde a su madre. Esto hace que se desmorone “su mundo” pues ya no tenia a nadie, y estaría pronto a perder su casa, prueba la independencia ya que no había quien lo provea obteniendo el fracaso absoluto...Su madre le había dejado una dirección la cual lo llevaba a la casa de su padre, Juan decide ir a aquella casa, pero nuevamente obtiene el fracaso...Pasaba el tiempo y este se deterioraba mas, no encontraba posibles soluciones ni mucho menos razones para vivir, asi que decide suicidarce…Pero recuerda que su madre en una ocasión le hablo de su futuro...Juan se motiva y se da cuenta de que si existen razones para vivir para que luego su problema de ser huérfano fuese solucionado y en el caso de que hubiera muerto no estaría contando esta historia.",histori relat dur vid viv juan chic asesin madr qued huerfan hac dese quit vid inici muestr pas gris teni madr haci papel ambas figur paternal padr nunc respondi respons hij chic hac mayor adolescent pierd madr hac desmoron mund pues teni nadi pront perd cas prueb independent prove obten fracas absolut madr dej direccion llev cas padr juan decid ir aquell cas nuev obtien fracas pas tiemp deterior mas encontr posibl solucion men razon viv asi decid suicidarc recuerd madr ocasion habl futur juan motiv da cuent si exist razon viv lueg problem ser huerfan solucion cas muert cont histori
FAMILIAR,42,Colombia,Razones Para Vivir,Drama,298,HTC,HTC 10 desire lifestyle,90,28.0,7,"Esta historia relata la dura vida que vive Juan, un chico al que le asesinan su madre. quedando este huérfano para que luego desease quitarse la vida...Se puede ver que su pasado no fue gris, antes tenía a su madre y esta hacia el papel de ambas figuras paternales (núcleo familiar). ya que su padre nunca respondió por sus responsabilidades como lo era su hijo...Cuando el chico se hace un poco mayor (adolescencia)...Pierde a su madre. Esto hace que se desmorone “su mundo” pues Ya no tenía a nadie que se hiciese cargo de el, y estaría pronto a perder su casa, prueba la independencia puesto que no había quien lo provea obteniendo el fracaso absoluto...Su madre le había dejado una dirección la cual lo llevaba a la casa de su padre, Juan decide ir a aquella casa, pero nuevamente obtiene el fracaso...Pasaba el tiempo y este se deterioraba cada vez más, no encontraba posibles soluciones ni mucho menos razones para vivir, así que decide suicidarse…Pero recuerda que su madre en una ocasión le hablo de su futuro….Juan duda acerca de la decisión que esta pronto a tomar. Justo en ese momento le llega una llamada a su antiguo teléfono, el no se esperaba quien era el emisor de la llamada..Cuando contesta se da cuenta de que tarde o temprano los problemas que no parecen tener solución alguna se resuelven, se da cuenta de que el suicidio no es la salida",histori relat dur vid viv juan chic asesin madr qued huerfan lueg des quit vid pued ver pas gris madr haci papel ambas figur paternal nucle famili padr nunc respond respons hij chic hac mayor adolescent pierd madr hac desmoron mund pues nadi hic carg pront perd cas prueb independent puest prove obten fracas absolut madr dej direccion llev cas padr juan decid ir aquell cas nuev obtien fracas pas tiemp deterior cad vez encontr posibl solucion men razon viv asi decid suicid recuerd madr ocasion habl futur juan dud acerc decision pront tom just moment lleg llam antigu telefon esper emisor llam contest da cuent tard tempran problem parec ten solucion algun resuelv da cuent suicidi sal
AFICIONADO,37,Colombia,Recuerdos del más allá,Ficción,298,Samsung,Samsung galaxy s7 SM-G930F,45,,10,"Un escritor que esta en duelo por su esposa es atormentado en su casa por un alma en pena, la cual se manifiesta atormentándolo, en una manifestación del espíritu el escritor se da cuenta que es su difunta esposa, al reencontrarse él con ella logran despedirse y el escritor puede llevar mejor su duelo y su difunta esposa descansar en paz.",escritor duel espos atorment cas alma pen manifiest atorment manifest espiritu escritor da cuent difunt espos reencontr logr desped escritor pued llev mejor duel difunt espos descans paz
JUVENIL,15,Colombia,Redes,Otra,299,Motorola,moto g2,180,83.0,0,"Sinopsis..El cortometraje hace una descripción de como Emma el carácter principal de la historia percibe la cotidianidad. Nuestra protagonista va describiendo una por una las acciones que realiza en su día a día. todas estas incluyendo las más íntimas, atravesadas siempre por la mediación de su dispositivo electrónico (Smartphone). Este siempre acompaña a Emma convirtiéndose en consecuencia en uno de los protagonistas y único interlocutor de Emma. Por consiguiente, Para la protagonista el otro del lenguaje desaparece se torna aburridor no genera nada. Lo que causa que ella quede atrapada en las redes (redes sociales) siendo su vida virtual más importante que su vida real. su cotidianidad gira entorno a la representación y los significantes que se expresen en la virtualidad. Finalmente, en el chat con Adam revela como sus sentimientos y pasiones más profundas son destinas a un otro irreal o virtual pues Emma siempre estuvo chateando con un ChatBot o aplicación de conversación, un programa de computador que es capaz de analizar o leer la protagonista de acuerdo a sus gustos e interacciones, para luego responder o generar unas salidas en un lenguaje natural que complace la protagonista. ..La tecnología es así una espada de doble filo capaz de cortar en ambos lados de la hoja. puesto que ha permitido generar herramientas sofisticadas para liberar al hombre de ciertos trabajos y nos comunica a nivel global, del mismo modo atrapa al individuo en un mundo virtual “irreal”.",sinopsis cortometraj hac descripcion emma caract principal histori percib cotidian protagon va describ accion realiz dia dia tod inclu intim atraves siempr mediacion disposit electron smartphon siempr acompañ emma convirt consecuent protagon unic interlocutor emma consiguient protagon lenguaj desaparec torn aburridor gener caus qued atrap red red social siend vid virtual import vid real cotidian gir entorn represent signif expres virtual final chat adam revel sentimient pasion profund destin irreal virtual pues emma siempr chat chatbot aplic convers program comput capaz analiz leer protagon acuerd gust interaccion lueg respond gener unas sal lenguaj natural complac protagon tecnolog asi espad dobl fil capaz cort ambos lad hoj puest permit gener herramient sofistic liber hombr ciert trabaj comun nivel global mism mod atrap individu mund virtual irreal
CRONICAS,26,Colombia,REDUCIENDO LA TRASCULTURIZACIÓN ENTRE LO RURAL Y LO URBANO,Crónica,293,Huawei,P9LITE,2,,6,"esta propuesta surge en el centro educativo charras, está ubicado a 120km de capital del departamento por vía terrestre, por vía acuática aproximadamente de 6 a 12 horas.Nace por la falta de empoderamiento y participación por parte de toda la comunidad educativa, también por la falta de reconocimiento de nuestra institución a nivel departamental y municipal. En está lideramos proceso de danzas, aerobios, teatro y proyectos productivos, para la ejecución de nuestra propuesta hemos con el apoyo de la ARN, ONU, ETCR, estudiantes, padres de familia y comunidad en general. Queremos formar seres propositivos, amorosos organizados capaces de resolver cualquier situación que se le presente en la vida, además formar personas empoderadas en las dinámicas culturares, productivas y artísticas, logrando así que nuestros estudiantes hagan buen uso del tiempo libre, desarrollen su habilidades y las coloque al servicio de los que la necesitan. gracias",propuest surg centr educ charr ubic 120km capital departament via terrestr via acuat aproxim 6 12 hor nac falt empoder particip part tod comun educ falt reconoc institu nivel departamental municipal lider proces danz aerobi teatr proyect product ejecu propuest apoy arn onu etcr estudi padr famili comun general quer form ser proposit amor organiz capac resolv cualqui situacion present vid ademas form person empoder dinam culturar product artist logr asi estudi hag buen uso tiemp libr desarroll habil coloqu servici necesit graci
AFICIONADO,24,Colombia,REFLEJOS,Drama,299,Samsung,Galaxy S7 edge,20,53.0,3,"Santiago busca la puerta de aquel laberinto del cual no ha podido salir, voces en su cabeza lo acompañan, recuerdos lo alteran y sólo una mirada llega en su auxilio brindando la decisión de un nuevo comienzo.",santiag busc puert aquel laberint pod sal voc cabez acompañ recuerd alter sol mir lleg auxili brind decision nuev comienz
PROFESIONAL,30,Colombia,Resilientes,Acción,300,Samsung,Galaxy S9,9,274.0,18,"un grupo de médicos se cruzan en carretera con un herido que requiere atención inmediata, ellos prestan los primeros auxilios sin saber que el herido es Bruno Martinez, un líder político que fue secuestrado en días anteriores. Ahora los médicos deberán salvar la vida de bruno y también las suyas.",grup medic cruz carreter her requier atencion inmediat prest primer auxili sab her brun martinez lid polit secuestr dias anterior ahor medic deb salv vid brun
AFICIONADO,42,Colombia,ROJO PERFECTO,Drama,299,LG,K10,60,101.0,5,"ALBERTO ES UN PINTOR RESIGNADO A LA FALTA DE TRABAJO Y OPORTUNIDADES COMO ARTISTA. LA SOCIEDAD AÚN LO RECUERDA Y COMENTAN SOBRE SUS OBRAS QUE REALIZÓ EN SUS TIEMPOS DE GLORIA. Y PRECISAMENTE, ES POR ESTOS DE TIEMPOS DE ABUNDANCIA, QUE ALBERTO DECIDE DEDICARSE A LA PINTURA. PERO LA CRISIS ECONÓMICA QUE ACTUALMENTE LO ALBERGA AL NO ENCONTRAR TRABAJO, Y LA PRESIÓN QUE SU MUJER EJERCE CADA DÍA, LE HA VENIDO AFECTANDO Y REPRIMIENDO EN ÉL, LA RABIA QUE CONTIENE HASTA EL PUNTO DE ESTALLAR Y TOMAR ACCIONES DESCABELLADAS.",albert pintor resign falt trabaj oportun artist socied aun recuerd coment obras realiz tiemp glori precis tiemp abund albert decid dedic pintur crisis econom actual alberg encontr trabaj presion muj ejerc cad dia ven afect reprim rabi contien punt estall tom accion descabell
SMARTIC INCLUYENTE,24,Colombia,Romeo y Karen,Comedia Romántica,300,Huawei,G5,2,,7,"La historia de una mujer que tiene un accidente y cree que el chico que le gusta no le va a poner atención. Se lleva una gran sorpresa cuando se da cuenta que el chico le corresponde, independientemente de su condición.",histori muj accident cre chic gust va pon atencion llev gran sorpres da cuent chic correspond independient condicion
SMARTIC INCLUYENTE,51,United States of America,Romper las barreras de comunicacion,,0,Apple,MP4,6,,3,"La familia de Torres Calderon compuestas por ambos padres sordos e hijo oyente, por tanto existe la identidad del sordo y el lenguaje de señas que utilizan, para derribar las barreras de comunicación e integrarlo a la sociedad ya que ellos tienen las mismas necesidades y problemáticas que una persona oyente.",famili torr calderon compuest ambos padr sord hij oyent exist ident sord lenguaj señ utiliz derrib barrer comun integr socied mism neces problemat person oyent
CRONICAS,23,Colombia,Rompiendo Paradigmas,Crónica,299,Apple,iPhone 7 plus,45,,2,"Una mujer colombiana de 23 años  decidió emprender su aventura a un país  del mundo árabe, alejado totalmente de su día a día. Su intención fue romper con los prejuicios y creencias que había forjado con el tiempo en su mente, para empezar una ola de cambio en el mundo.",muj colombian 23 años decid emprend aventur pais mund arab alej total dia dia intencion romp prejuici creenci forj tiemp ment empez ola cambi mund
AFICIONADO,24,Colombia,Rutina De Amor,Drama,298,Samsung,S7 Edge,9,258.0,19,"Danna y Martín, con el amor desgastado por la rutina se alejan. Cada lugar y momento que dio sentido a su relación se encargarán de hacerles saber que el amor es una actividad que se construye con momentos que, aunque se repitan, son los que alimentan el amor verdadero.",dann martin amor desgast rutin alej cad lug moment dio relacion encarg hac sab amor activ constru moment aunqu repit aliment amor verdader
AFICIONADO,58,Colombia,SALUDO RENOVADOR,Drama,300,Xiaomi,REDMI NOTE 4,2,80.0,2,SE HABLA DEL MEDIO AMBIENTE,habl medi ambient
AFICIONADO,28,Colombia,Sanando Con El Arte,Documental,286,Samsung,J2 Pro,15,125.0,3,"Historia narrada por Matilda una gata recogida de la calle por una mujer que ha tenido una enfermedad desde pequeña. En un relato de un día en su vida y desde su punto de vista como “hija gata” muestra orgullosa lo que su “mamá humana” hace, la describe  y cuenta sobre  la forma en que  su relación con el arte y la artesanía le han permitido superar sus dolencias cotidianas.",histori narr matild gat recog call muj enfermed pequeñ relat dia vid punt vist hij gat muestr orgull mam human hac describ cuent form relacion arte artesan permit super dolenci cotidian
