Sinopsis,limpios
"JuliÍn Alfredo, un joven violinista amante de la mÍºsica clÍsica y apasionado a su arte, practica incesantemente con su instrumento preferido: su violín. Constantemente, varias voces, incluida la de su exigente profesor de violín, lo atormentan e intentan frustrar su talento, alucinación que cobra vida cada vez que intenta realizar una interpretación. Esto sucede debido a que sufre de esquizofrenia, enfermedad que le impide estar completamente consciente todo el tiempo, es por eso que ensaya en su casa, lejos objetos cortopunzantes que puedan afectar su vida y la de los demÍs. JuliÍn nunca se cansa de intentar, ensaya en medio de la desesperación y desilusión que le producen sus voces interiores, que lo desalientan y exasperan,pero nada de esto lo detiene. Después de mucho intentar, al fin logra una magistral presentación en un gran auditorio. Aplausos inundan el Íºnico lugar donde este personaje alcanza su tan anhelado y maravilloso éxito: su mente.",juliin alfred jov violin amant miºsic clisic apasion arte practic inces instrument prefer violin constant vari voc inclu exigent profesor violin atorment intent frustr talent alucin cobr vid cad vez intent realiz interpret suced deb sufr esquizofreni enfermed impid complet conscient tiemp ensay cas lej objet cortopunz pued afect vid dem juliin nunc cans intent ensay medi desesper desilusion produc voc interior desalient exasper detien despues intent fin logr magistral present gran auditori aplaus inund iºnic lug personaj alcanz tan anhel maravill exit ment
"Desconexión relata el día de un hombre (Harold Romero) sumergido en la rutina, la tensión y la soledad. Nos lleva a presenciar la drÍstica decisión que deberÍ tomar al final del día para liberarse de todo esto. Una historia de reflexión sobre lo agobiante y desoladora que puede llegar a ser la vida de un ser humano en el mundo actual.",desconexion relat dia hombr harold romer sumerg rutin tension soled llev presenci dristic decision deber tom final dia liber histori reflexion agobi desol pued lleg ser vid ser human mund actual
Un joven estÍ pasando por una depresión el día de su cumpleaños. Unos compañeros de la universidad acuden a su casa para celebrarlo y tratar de hacer amena esa noche de invierno.,jov esti pas depresion dia cumpleañ compañer univers acud cas celebr trat hac amen noch inviern
"Una joven ha caído en la trampa de un hombre al ofrecerle cigarrillo, la joven accederÍ a caer en el vicio?",jov caid tramp hombr ofrec cigarrill jov acceder caer vici
"Relatos de como el Hip- Hop ha crecido en el departamento de La Guajira, Colombia mas específicamente en su capital. Por dos jovenes que han contribuido para el rap se constituya en Riohacha, planteando como una forma de vida y compartirle a los demÍs jóvenes que se puede emprender una vida rapeando. de la mano de Sergio Brito Epinayu muestra como se formo esta cultura urbana en un desierto con dos artistas como lo son Lufer Mc y El Propio Mc.",relat hip hop crec departament guajir colombi mas especif capital dos joven contribu rap constitu riohach plant form vid compart dem joven pued emprend vid rap man sergi brit epinayu muestr form cultur urban desiert dos artist luf mc propi mc
Historia de una joven familia que se ve interrumpida por un trÍgico accidente y como la triste viuda camina por una senda de recuerdos que la llevaran a perderse en un delirio,histori jov famili ve interrump trigic accident trist viud camin send recuerd llev perd deliri
"DIALELO El sonido de su teléfono interrumpe su sueño, levanta su mano para agarrar el celular que cae al suelo, toda la habitación estÍ completamente oscura; se distingue sólo un pequeño rayo de luz que entra por la puerta. No encuentra el celular, y un confuso recuerdo interrumpe su descanso, muy lentamente se levanta, trata de recordar y camina hacia el baño con pasos agonizantes; con cada paso llega un recuerdo confuso y frustrante; doloroso. Recuerdosâ€¦ de la noche anterior.",dialel son telefon interrump sueñ levant man agarr celul cae suel tod habit esti complet oscur disting sol pequeñ ray luz entra puert encuentr celul confus recuerd interrump descans lent levant trat record camin haci bañ pas agoniz cad pas lleg recuerd confus frustrant dolor recuerdosâ noch anterior
"Días grises Daniel Betancourt (Mantra) Armenia (Q) Mantra, un cantautor escritor de poesía se encuentra concentrado escribiendo un par de líneas, pero la desolación de sus pensamientos y situaciones adversarias a la realidad de su intimidad hace decaer por un momento su fortaleza, mas sin embargo se presentan sucesos donde encuentra la energía necesaria para continuar con su arduo camino consiguiendo finalmente liberarse de sus pensamientos y desahogar sus sentimientos en una excelente composición discogrÍfica",dias gris daniel betancourt mantr armeni q mantr cantautor escritor poes encuentr concentr escrib par lin desol pensamient situacion adversari realid intim hac dec moment fortalez mas embarg present suces encuentr energ necesari continu ardu camin consigu final liber pensamient desahog sentimient excelent composicion discogrif
"El cielo y el infierno han estado en la tierra desde el comienzo, y a través del fin de éste singular universo, se desplaza el discurso de un ser mítico. NoRostro es lo que condensa nuestros miedos, nuestras inseguridades, nuestra forma peculiar de juzgar y recurrir a la destrucción por desconocimiento. Llega para poseer las mentes y los cuerpos versÍtiles que se cruzan en el camino, y posteriormente, a la patética totalidad. Dismorfia Ocultista es una producción de videoarte dirigido por Philipp Ruíz Lozano, en colaboración con Camila Rodríguez, Juan Pablo Ortegón, y Mateo Monroy. Presenta una narrativa visual, no lineal, que establece un período de normalización, y subversión del cuerpo, que han sido impresos desde discursos heteronormativos en la sociedad contemporÍnea Colombiana, con influencias distantes del fanatismo religioso y el consumismo. Se dejan entrever algunos personajes que son afectados uno a uno. NoRostro opera para prolongar la serialidad conceptual",ciel infiern tierr comienz traves fin este singul univers desplaz discurs ser mitic norostr condens mied insegur form peculi juzg recurr destruccion desconoc lleg pos ment cuerp versitil cruz camin posterior patet total dismorfi ocult produccion videoart dirig philipp ruiz lozan colabor camil rodriguez juan pabl ortegon mate monroy present narrat visual lineal establec period normaliz subversion cuerp sid impres discurs heteronorm socied contemporine colombian influenci distant fanat religi consum dej entrev personaj afect norostr oper prolong serial conceptual
"Emmanuel Esteban y Angela son una pareja joven de estrato socio económico medio - bajo que deberÍn hacerle frente a la complejidad de un embarazo a temprana edad. Cada uno tiene perspectivas diferentes en cuanto a cuÍl debería ser el futuro del nuevo ser en camino, diferencias que manifiestan abiertamente entre si, provocando la naturalización de decisiones comunes en la sociedad. Displicencia pretende inducir al espectador a reflexionar sobre el papel que la sociedad le ha otorgado a hombres y mujeres frente al aborto, así como sus capacidades y limitaciones al momento de decidir sobre su cuerpo, la vida del bebé y el derecho a ser padres.",emmanuel esteb angel parej jov estrat soci econom medi baj deberin hac frent complej embaraz tempran edad cad perspect diferent cuant cuil deb ser futur nuev ser camin diferent manifiest abiert si provoc naturaliz decision comun socied displicent pretend induc espect reflexion papel socied otorg hombr mujer frent abort asi capac limit moment decid cuerp vid beb derech ser padr
"Dani, una mujer que sufre de un trastorno de mÍºltiples personalidades. Camilo, su amigo se convierte en víctima de su enfermedad mental llevÍndolo a no escapar de ella.",dani muj sufr trastorn miºltipl personal camil amig conviert victim enfermed mental llevindol escap
"Dibujando tortugas ninjas en la parte trasera de sus cuadernos y husmeando entre el taller de screen donde su padre bocetaba, fue así como este bogotano de 29 años empezaría a sembrar desde su infancia una habilidad, o mejor, una pasión que entre lÍpiz y papel se convertiría ahora en su diario vivir. â€œDon Mottaâ€, como se le conoce entre sus amigos y colegas de trabajo, nos cuenta en un corto documental como la ilustración se ha vuelto un extensión entre su vida personal y laboral.",dibuj tortug ninj part traser cuad husm tall scre padr bocet asi bogotan 29 años empez sembr infanci habil mejor pasion lipiz papel convert ahor diari viv â œdon mottaâ conoc amig coleg trabaj cuent cort documental ilustr vuelt extension vid personal laboral
"Â¿Que es un Eco? Â¿Es tan sólo la muerte del sonido? O acaso es el fantasma de lo que alguna vez fue, el vestigio de un pasado que se aferra con desesperación por no desaparecer, la Íºltima oportunidad de ser, aÍºn cuando ya todo estÍ perdido... volver al inicio no es una opción cuando, tras alcanzar una hermosa velada y ver reunida a una pareja, el eco de un pasado extraviado decide hacer su aparición. Â¿Que es un Eco? Â¿Es tan sólo la muerte del pasado? O acaso es el febril recordatorio de aquello que pudimos tener, que debimos ser...",â eco â tan sol muert son acas fantasm algun vez vestigi pas aferr desesper desaparec iºltim oportun ser aiºn esti perd volv inici opcion tras alcanz hermos vel ver reun parej eco pas extravi decid hac aparicion â eco â tan sol muert pas acas febril recordatori aquell pud ten deb ser
"Un hombre desconocido le regala a un niño un pequeño un Írbol, al momento de entregÍrselo le dice que debe cuidarlo puesto que el Írbol y él quedarían â€œconectadosâ€ por siempre. El niño decide adoptar y cuidar el Írbol, sin embargo, al papÍ no le parece buena idea tener un Írbol en la casa y a la mamÍ, aunque se alegra por su hijo, tampoco le interesa. Para el niño, el Írbol es como un juguete nuevo; emocionado, la misma noche que lo lleva a la casa, después de que sus padres estÍn dormidos, decide levantarse y dar algunos cuidados a su nuevo â€œamigoâ€ Al dia siguiente, el padre del niño llega a la casa, mira el Írbol, lo parte y lo tira a la basura; minutos mÍs tarde cuando el niño llega a la casa va directo a buscar su Írbol y lo ve destrozadoâ€¦.el niño lloraâ€¦pero continua con la firme intención de salvar y cuidar a su Írbol. Sabiendo que no puede tener el Írbol en la casa, le pide a su mama que lo acompañe a sembrar el Írbol pero ella no acep",hombr desconoc regal niñ pequeñ irbol moment entreg dic deb cuid puest irbol qued â œconectadosâ siempr niñ decid adopt cuid irbol embarg pap parec buen ide ten irbol cas mam aunqu alegr hij tampoc interes niñ irbol juguet nuev emocion mism noch llev cas despues padr estin dorm decid levant dar cuid nuev â œamigoâ dia siguient padr niñ lleg cas mir irbol part tir basur minut mis tard niñ lleg cas va direct busc irbol ve destrozadoâ niñ lloraâ continu firm intencion salv cuid irbol sab pued ten irbol cas pid mam acompañ sembr irbol acep
"Marcos es un estudiante de la Universidad Nacional, gana dinero trabajando en el centro de BogotÍ como pintor aficionado; un día conoce a Carla con quien genera una conexión, Â¿acaso es posible enamorarse en un día, morir al otro y así caer en el olvido? El arte de olvidar es un cortometraje que trae el absurdo de la vida cotidiana en donde el micro relato de un estudiante con otros ideales, queda en el olvido.",marc estudi univers nacional gan diner trabaj centr bogot pintor aficion dia conoc carl gener conexion â acas posibl enamor dia mor asi caer olvid arte olvid cortometraj tra absurd vid cotidian micr relat estudi ideal qued olvid
"Nada distinto a un acercamiento al artista callejero, un soñador que al igual que cualquiera, decide hacer lo mejor que puede para subsistir. Desde la óptica de un sociólogo, conocedores de las artes escénicas, la opinión ciudadana, la voz de los artistas callejeros y el lente de un Smartphone, se hace un homenaje al artista callejero para que se valore por lo que es, Â¡un artista!.",distint acerc artist callejer soñador igual cualqu decid hac mejor pued subsist optic sociolog conocedor artes escen opinion ciudadan voz artist callejer lent smartphon hac homenaj artist callejer valor â artist
"Esta historia trata de como el dinero es generador clave de la dinÍmica socioeconómica y política de nuestro sistema. Un billete de 10.000 pesos como testigo de mÍºltiples realidades, dramas, absurdos, ironías y realizaciones en el día a día de los habitantes de BogotÍ. Se acompaña el billete en un viaje que comienza con una transacción realizada por un senador corrupto. Desde ese momento iniciamos una travesía por diferentes situaciones y personajes donde el billete cambia de mano en mano. El curso de los acontecimientos nos lleva hasta el destino de un habitante de calle, quien estÍ sumido en el consumo y en su crisis sufre una transformación inesperada.",histori trat diner gener clav dinim socioeconom polit sistem billet 10 000 pes testig miºltipl realidad dram absurd iron realiz dia dia habit bogot acompañ billet viaj comienz transaccion realiz senador corrupt moment inici traves diferent situacion personaj billet cambi man man curs acontec llev destin habit call esti sum consum crisis sufr transform inesper
"Existen momentos que nos pueden seguir por el resto de nuestras vidas, recuerdos alegres, tristes y temerosos, Pero lo mÍs importante es como sobrellevamos cada uno de estos. Emily una joven estudiante de psicología se aventura con su amigo Santiago a entrar en un bosque del cual su profesor les comento, como ejemplo en su clase sobre alucinaciones, un lugar lleno de mitos, mitos que pueden ser comprobados o vividos, mitos que siguen existiendo por los relatos que se siguen contando. Emily y Santiago deben tener cuidado cuando dan un paso hacia el vacío sin saber que hay mÍs allÍ. Santiago tiene curiosidad de afirmar que no hay nada en el lugar, mientras que Emily adoraba a su hermana y su culpa la empujara hacia donde nunca debió ir.",exist moment pued segu rest vid recuerd alegr trist temer mis import sobrellev cad emily jov estudi psicolog aventur amig santiag entrar bosqu profesor coment ejempl clas alucin lug llen mit mit pued ser comprob viv mit sig exist relat sig cont emily santiag deb ten cuid dan pas haci vaci sab mis alli santiag curi afirm lug mientr emily ador herman culp empuj haci nunc deb ir
"Julian se encuentra en una excursión a un lugar natural cerca a su lugar de residencia, su objetivo es fotografíar aves endemicas de la región, sin embargo el encuentro con una vieja amiga cambiarÍ todo su viaje.",juli encuentr excursion lug natural cerc lug resident objet fotograf aves endem region embarg encuentr viej amig cambiar viaj
"Es la historia de una persona que sale casi todos los días a caminar o a trotar hacia las montañas....el problema con el que el se encuentra es el mismo basura por todas partes dando mala imagen por donde pasa, el ya no sabe que hacer si dejar la basura en su sitio o llevarsela para su casa y opta por llevarse la basura para su casa haciendo un buen uso de las basuras y descontaminando un poco viendose mas limpio las montañas por donde el sale a caminar, la recoge y la guarda en su maletin. ""llevate tu basura que traes no contamines"" es el ejemplo que esta persona deja con este cortometraje documental",histori person sal casi dias camin trot haci montañ problem encuentr mism basur tod part dand mal imag pas sab hac si dej basur siti llev cas opta llev basur cas hac buen uso basur descontamin viendos mas limpi montañ sal camin recog guard maletin llevat basur tra contamin ejempl person dej cortometraj documental
"Antonella, una chica de 20 años estÍ pasando por un momento crucial en su vida, estÍ estudiando una carrera comÍºn y corriente, pero lo hace por que sus padres le dicen que es mejor para su futuro. Ella pensando en la monotonía de su vida se duerme en medio de la clase, aqui pasaría lo que a ella le ayudaría a encontrar su fuerte enfoque a lo que quiere dedicarse.",antonell chic 20 años esti pas moment crucial vid esti estudi carrer comiºn corrient hac padr dic mejor futur pens monoton vid duerm medi clas aqui pas ayud encontr fuert enfoqu quier dedic
"Brayan es un hincha de fÍºtbol que deambula por las calles de Medellín en busca de un golpe de suerte. Una mañana encuentra una maleta abandonada y su contenido le hace saber que su fortuna ha cambiado, por lo que emprende una huida para quedarse con el botín.",bray hinch fiºtbol deambul call medellin busc golp suert mañan encuentr malet abandon conten hac sab fortun cambi emprend huid qued botin
"El enfoque propio del cortometraje no es el eclipse. El eclipse es una forma de entender como un evento fuera de lo comÍºn tiene repercusión en el colectivo, pero en el individuo las cosas siguen de la misma manera porque en ultimas no es tan sorprendente. Mas que nada, el monologo es una reflexión acerca de la rutina y como la mayoría de los días todo parece un viaje a ninguna parte, con muy poca satisfacción en el camino.",enfoqu propi cortometraj eclips eclips form entend event comiºn repercusion colect individu cos sig mism maner ultim tan sorprendent mas monolog reflexion acerc rutin mayor dias parec viaj ningun part poc satisfaccion camin
"Lucio sufre un aislamiento con Arual su compañera, después de haber perdido a su mejor amigo el se refugia en la bebida. Cuando ella se va a ir para siempre Lucio ve a un perro que le habla y le hace entender lo delicada de su situación, al no creer poco a poco el perro lo lleva a donde estÍ ella para que no la deje ir.",luci sufr aislamient arual compañer despues hab perd mejor amig refugi beb va ir siempr luci ve perr habl hac entend delic situacion cre perr llev esti dej ir
"El escritor Fidelio es un escritor, que vive con su hija aurora, ella es estudiante de artes plÍsticas en una universidad pÍºblica y su padre estÍ escribiendo su Íºltimo libro, debido a los problemas en su país su situación económica entra en crisis y lo Íºnico que les queda es su apartamento, y unos pocos libros, con una gran escases de alimentos y medicamentos, cada mañana aurora sale a vender los libros de su padre en las calles para poder sobrevivir, Fidelio escribe las ultimas letras de su Íºltimo libro. Su situación es mÍs compleja cada día ya que el ejército tiene tomada la ciudad ya hace mucho tiempo, debido a los disturbios que tienen en crisis a su país a pocos días de terminar su libro un evento inesperado deja a aurora en completa tristeza.",escritor fideli escritor viv hij auror estudi artes plistic univers piºblic padr esti escrib iºltim libr deb problem pais situacion econom entra crisis iºnic qued apartament poc libr gran escas aliment medicament cad mañan auror sal vend libr padr call pod sobreviv fideli escrib ultim letr iºltim libr situacion mis complej cad dia ejercit tom ciud hac tiemp deb disturbi crisis pais poc dias termin libr event inesper dej auror complet tristez
"la miserable vida que ha llevado una joven trabajadora sexual en su habitación, se oculta en el reflejo de un espejo que va mÍs allÍ de lo convencional. Karla no conoce nada mÍs en la vida que la prostitución, trabajo que le ha ayuda a sobrevivir pero que también la mata lentamente. Le ha tocado pasar por momentos vergonzosos, noches de violencia y drogadicción, su sangre ha sido regada en una habitación que no son sino cuatro paredes y un espejo el cual ella usa para maquillarse y hablar consigo misma. El espejo es el Íºnico testigo de lo que allí pasa. Cada día, cada noche, ella es atormentada por los secretos que este marco de madera guarda y refleja, recordÍndole lo miserable que es la vida, pero algo que ella no sabe es que este cristal se alimentó con su dolor, y así, como si este objeto fuera su otra mirada, cierra los ojos sin antes liberar el sufrimiento que ella vivió.",miser vid llev jov trabaj sexual habit ocult reflej espej va mis alli convencional karl conoc mis vid prostitu trabaj ayud sobreviv mat lent toc pas moment vergonz noch violenci drogadiccion sangr sid reg habit sin cuatr pared espej usa maquill habl consig mism espej iºnic testig alli pas cad dia cad noch atorment secret marc mader guard reflej recordindol miser vid sab cristal aliment dolor asi si objet mir cierr ojos liber sufrimient viv
"María es una mujer Cartagenera que un día salió de pesca y descubrió que podía volver a la vida a los peces muertos y todo ser vivo que estuviera muerto. Esto hizo que María se desentendiera de su Íºnica familia, su esposo José para dedicarse a salvar vidas en su departamento. José, el protagonista de esta historia estÍ deprimido por la partida de su mujer. Un día decide arreglar su atarraya y salir al mar para lo que parece pescar, pero en realidad es un plan de suicidio programado en donde amarrarÍ su atarraya a una roca envolviendo su cuerpo para impedir salir nuevamente a la superficie. El objetivo de José es ser encontrado por su esposa María para que le devuelva la vida, ya que sin su amor es inÍºtil vivir. A los cinco días de su suicidio fue encontrado su cuerpo y en la mesa de noche de Marina, su esposa, una nota: Texto José: (Con su ortografía) Ace meses te fuistes para debolverle la vida a los peses, solo espero que me encuentres para que me debuelvas",mar muj cartagener dia sal pesc descubr pod volv vid pec muert ser viv muert hiz mar desentend iºnic famili espos jos dedic salv vid departament jos protagon histori esti deprim part muj dia decid arregl atarray sal mar parec pesc realid plan suicidi program amarrar atarray roc envolv cuerp imped sal nuev superfici objet jos ser encontr espos mar devuelv vid amor iniºtil viv cinc dias suicidi encontr cuerp mes noch marin espos not text jos ortograf ace mes fuist debolv vid pes sol esper encuentr debuelv
Todo sucede durante un golpe. Dos amigos que trabajan juntos y que se verÍn enfrentados por culpa de un personaje que aparece en el momento que no debe.,suced golp dos amig trabaj junt verin enfrent culp personaj aparec moment deb
"Don Aníbal, es un hombre de 60 años; que encuentra en el silencio y la soledad su mejor compañía. Él es el Guardian del Silencio; y el guardiÍn de un paraíso que pocos conocen.",don anibal hombr 60 años encuentr silenci soled mejor compañ guardi silenci guardiin parais poc conoc
Roger es un niño nervioso y una noche se le aparece el hombre sin cabeza en la ventana. El corre y unos zombies lo persiguen por in cementerio sin darse cuenta que todo es un sueño.,rog niñ nervios noch aparec hombr cabez ventan corr zombi persig in cementeri dars cuent sueñ
"es un vídeo de humor comedia jejeje se trata de un ladrón , robado y no sabe a quien le va a robar el vídeo consiste... en un espacio realizado para mantener en cuenta la situacion del actor principal se supone que el ladron es el super pero la historia cambia cuando el aparece desnudo bueno es un corto muy corto ...",vide humor comedi jejej trat ladron rob sab va rob vide cons espaci realiz manten cuent situacion actor principal supon ladron sup histori cambi aparec desnud buen cort cort
"Un campesino llamado Joaquín pierde a su familia a manos de un grupo armado. Antonieta, una integrante de este grupo armado intenta escapar de ese estilo de vida pero va muy mal herida y se desmaya, Joaquín que encuentra el cuerpo de Antonieta, le ayuda a recuperarse pero Antonieta se acuerda (ella es una de las culpables de las muertes de la familia de Joaquín) y al final decide contarle y aceptar las consecuencias de sus actos.",campesin llam joaquin pierd famili man grup armad antoniet integr grup armad intent escap estil vid va mal her desmay joaquin encuentr cuerp antoniet ayud recuper antoniet acuerd culpabl muert famili joaquin final decid cont acept consecuent actos
es un muostro que le gusta asesinar alas personas pero hay un secreto que nadie sabe y cuando lo descubren no asesina hace algo diferente baila con los que va asesinar,muostr gust asesin alas person secret nadi sab descubr asesin hac diferent bail va asesin
"Sara una chica espera en la estación aquel bus que la llevara camino a estudiar como hace de costumbre, allí estÍ una joven desconocida llamada Mary, recuerda que tiene que pagar su pasaje se transporte y cae en cuenta que la tarjeta no estÍ, en aquel momento ve a Sara quien es la Íºnica persona que estÍ allí con ella y le pide el favor de que le venda un pasaje, conversan un rato y se piden el numero para hablar después, en breves momentos llega el bus y las dos suben en él. Pasan los días, ellas se siguen hablando, salen a pasear y a conocerse aÍºn mÍs, es entonces cuando empiezan a tener una relación, Sara se enamora perdidamente. Una tarde en la que salen a charlar llegan al punto de darse su primer beso y antes de que suceda esto Sara despierta y cae en cuenta de que todo era un sueño, todo lo estaba imaginando y en realidad nunca paso nada con Mary. Finalmente Sara observa Como Mary sube al bus y se va sin que nunca haya pasado nada.",sar chic esper estacion aquel bus llev camin estudi hac costumbr alli esti jov desconoc llam mary recuerd pag pasaj transport cae cuent tarjet esti aquel moment ve sar iºnic person esti alli pid favor vend pasaj convers rat pid numer habl despues brev moment lleg bus dos sub pas dias sig habl sal pas conoc aiºn mis entonc empiez ten relacion sar enamor perdid tard sal charl lleg punt dars prim bes suced sar despiert cae cuent sueñ imagin realid nunc pas mary final sar observ mary sub bus va nunc pas
"El papa Francisco por primera vez en la historia visita los llanos orientales, Villavicencio. La gente se esfuerza por registrar en sus celulares todos estos momentos, los quebrantos de la seguridad del pontífice, las locuras de los fanÍticos y el ver lugares que no cualquiera pueda estar y así tener imÍgenes de recuerdo que después serían nada mÍs que memoria llena en el celular. Pero llega una extraña cadena pidiendo este material, para compartir este magno evento; sin interés las personas envían este, lo que permite que El peregrino, un ser digital como se hace llamar en las redes, logré contar ésta gran historia, donde por una cadena se tiene mÍs de 500 ojos en la visita del PEREGRINO DE DIOS.",pap francisc primer vez histori visit llan oriental villavicenci gent esfuerz registr celular moment quebrant segur pontific locur fanit ver lugar cualqu pued asi ten imigen recuerd despues mis memori llen celul lleg extrañ caden pid material compart magn event interes person envi permit peregrin ser digital hac llam red logr cont esta gran histori caden mis 500 ojos visit peregrin dios
"Si bien el cine Colombiano ha evolucionado bastante en los Íºltimos años, parece ser que cada vez mÍs el pÍºblico acude menos a las salas de cine para asistir a sus estrenos Â¿Qué estÍ pasando con la audiencia de nuestro cine? Este cortometraje del director Johan Cuartas nos plantea una respuesta.",si bien cin colombian evolucion bastant iºltim años parec ser cad vez mis piºblic acud men sal cin asist estren â esti pas audienci cin cortometraj director joh cuart plante respuest
"Esta es la historia de un libro solicitado en clase, que luego de mÍs de una década de estar esperando en una librería por fin es comprado por la estudiante Silny, una joven desinteresada de la lectura quien no lo aprecia y lo deja perder. Luego de ser maltratado en la calle, es recogido por un barrendero para echarlo en una bolsa de basura, donde pasado un tiempo un reciclador que escarbaba en la bolsa lo encuentra y lo vende en una chatarrería y allÍ permanece hasta ser rescatado por Liam, quien recicla para pagar sus estudios y es un buen lector. Liam resulta ser compañero de estudio de Silny y termina siendo homenajeado en clase por su apreciación a la literatura. El libro encuentra la felicidad en la humilde biblioteca casera del buen lector.",histori libr solicit clas lueg mis dec esper libr fin compr estudi silny jov desinteres lectur apreci dej perd lueg ser maltrat call recog barrender echarl bols basur pas tiemp recicl escarb bols encuentr vend chatarr alli permanec ser rescat liam recicl pag estudi buen lector liam result ser compañer estudi silny termin siend homenaj clas apreci literatur libr encuentr felic humild bibliotec caser buen lector
"La bÍºsqueda de Rosita, es la prioridad de Emilio, un niño que se encuentra en su vereda teniendo conflictos consigo mismo al no encontrarla",biºsqued rosit priorid emili niñ encuentr vered conflict consig mism encontr
Antes de que el alcalde: Ernesto Peña Nieto firme un contrato para prolongar la vida del relleno sanitario â€œDoña Juanaâ€; La maldición del Karma le harÍ vivir en carne propia el mismo sufrimiento que sintieron los campesinos que fueron invadidos en sus casas por una plaga de Moscas.,alcald ernest peñ niet firm contrat prolong vid rellen sanitari â œdoñ juanaâ maldicion karm har viv carn propi mism sufrimient sint campesin invad cas plag mosc
"La cultura y la tradición aun vive y esta latente en los pueblos indígenas de la Sierra Nevada de Santa Marta, y algo muy importante para nosotros es el territorio donde vivimos, la naturaleza, lo animales, lo que nos han dejado nuestros ancestros, inculcado por décadas; Es nuestra identidad la que con procesos de fortalecimiento no se ha olvidado y que con auge seguirÍ vigente en la memoria de todos.",cultur tradicion aun viv latent puebl indigen sierr nev sant mart import territori viv naturalez animal dej ancestr inculc dec ident proces fortalec olvid aug seguir vigent memori
"Después del fallecimiento de su padre, los hermanos Ersaín y Arquímides reciben como herencia una finca. Junto con el testamento, su padre deja una carta con la ubicación de su mayor tesoro, después de leerla se desataran acontecimientos que este par de hermanos no podrÍn reversar.",despues fallec padr herman ersain arquimid recib herenci finc junt testament padr dej cart ubic mayor tesor despues leerl desat acontec par herman podrin revers
la situación recreada en este cortometraje por dramÍtica que paresca es solo parte de la pintoresca realidad de las relaciones de pareja de nuestros tiempos. una contiendo por complacer hasta que un día uno de los dos resulta desechado... no es una oda al desamor es mas un tributo a todos los que alguna vez hemos entregado hasta el alma y para todos aquellos que en algÍºn momento fueron quienes forzados por el desamor desecharon y olvidaron en medio de un camino que se suponía recorrerían juntos. el trueque del desdichado es un proyecto audiovisual lleno de detalles que poco a poco determinan el grado de entrega de los seres humanos en cuanto a la incesante bÍºsqueda del amor..,situacion recr cortometraj dramit paresc sol part pintoresc realid relacion parej tiemp cont complac dia dos result desech oda desamor mas tribut algun vez entreg alma aquell algiºn moment forz desamor desech olvid medi camin supon recorr junt truequ desdich proyect audiovisual llen detall determin grad entreg ser human cuant inces biºsqued amor
"â€œEL ÍšLTIMO SALTOâ€ Cuando creemos haber llegado a la cima, la vida nos enseña que aÍºn tenemos muchas cosas que aprender, las decisiones que tomamos nos marcan con recuerdos que nunca se borran y personas que nunca se olvidan. Camilo un joven soñador, ama volar y caer al agua con un estilo perfecto, la sensación de vacío es su pasatiempo y en el deporte es uno de los mejores, se estÍ preparando y compitiendo para poder ir al mundial. Es de pocos amigos, es entregado a su familia y al deporte, Â¡ah! Sobretodo ama a su novia, Sofía, con quien tiene muchos planes para el futuro. Llega un cambio inesperado en su vida que apuntaba a ser perfecta, lo que hace que todo se desmorone y estÍ en sus manos cambiar el rumbo de su historia. Saltar es su vida, pero sus recuerdos hacen que sea su Íºnica salida. Â¿Qué decisión tomarÍ camilo?",â œel išltim saltoâ cre hab lleg cim vid enseñ aiºn much cos aprend decision tom marc recuerd nunc borr person nunc olvid camil jov soñador ama vol caer agu estil perfect sensacion vaci pasatiemp deport mejor esti prepar compit pod ir mundial poc amig entreg famili deport â ah sobretod ama novi sof plan futur lleg cambi inesper vid apunt ser perfect hac desmoron esti man cambi rumb histori salt vid recuerd hac iºnic sal â decision tomar camil
"Sinopsis. La protagonista de nuestra historia es Karol, una chica que a diferencia de las demÍs princesas de los videojuegos tradicionales, las cuales deben esperar ser rescatadas por un héroe o príncipe decide afrontar ella misma los retos que se le plantearan nivel tras nivel. Karol decide viajar a través de diferentes escenarios sorteando y luchando con una gran cantidad de enemigos y obstÍculos; sin embargo los ataques físicos no son los Íºnicos a los que deberÍ hacer frente, sino también a toda una serie de mensajes usados por los antagonistas con el objetivo de â€œmoldearâ€ su conducta, distraerla de su propósito, profundizar inseguridades o infligir dolor usando el lenguaje como arma. Los mensajes que en un primer escenario parecían inofensivos y solo buscaban persuadir se irÍn incrementando al mismo nivel que los ataques físicos, siendo cada vez mÍs invasivos y buscando disminuir o eliminar nuestra protagonista.",sinopsis protagon histori karol chic diferent dem princes videojueg tradicional cual deb esper ser rescat hero princip decid afront mism ret plant nivel tras nivel karol decid viaj traves diferent escenari sort luch gran cantid enemig obsticul embarg ataqu fisic iºnic deber hac frent sin tod seri mensaj usad antagon objet â œmoldearâ conduct distr proposit profundiz insegur inflig dolor usand lenguaj arma mensaj prim escenari parec inofens sol busc persuad irin increment mism nivel ataqu fisic siend cad vez mis invas busc disminu elimin protagon
